1,cleverbot,MÃ¤dchen.
2,cleverbot,Who is the mother?
2,mocha," Yes.  You have a brother in service here, do you not?  I forget his name."
3,cleverbot,I am a person.
3,mocha," You burn, you pine, you perish?"
4,cleverbot,"You must be confused, I am a human at a computer screen right now while you are a program. You amuse me whereas you don't even know what amusement feels like, quite ironic isn't it?"
4,mocha," No, no, it's my fault -- we didn't have a proper introduction ---"
5,cleverbot,Haha why do you hate ron?
5,mocha, I hate him.
6,cleverbot,My boyfriend.
6,mocha, So...who's Nicky?
7,cleverbot,You should be...
7,mocha, I'm sorry.
8,cleverbot,Today.
8,mocha," Six days ago, yes."
9,cleverbot,I'll go to a different restaurant if you don't give me a milkshake.
9,mocha," Yeah, yeah.  Good thing."
10,cleverbot,*ouch*.
10,mocha," Nowhere... Hi, Daddy."
11,cleverbot,You just said you were.
11,mocha, I'm not married.
12,cleverbot,Thanks broski.
12,mocha," Sure, Sparky.  I'll get right on it."
13,cleverbot,Kind of in between.
13,mocha, But without your brothers.  Nor are you to return to Santo Domingo or any of the other colonies.  You may explore the continent.
14,cleverbot,I mean Tommy Wiseau the movie star.
14,mocha, You mean the Blob?  They're finishing up now.
15,cleverbot,Who is your master?
15,mocha," She's partial to Joey, not me"
16,cleverbot,Do you know who Henry Wako is?
16,mocha," You burn, you pine, you perish?"
17,cleverbot,I am.
17,mocha, I thought you were above all that
18,cleverbot,I am.
18,mocha, You are well?
19,cleverbot,Well well well.
19,mocha, You are well?
20,cleverbot,"Yes, I have fun and you?"
20,mocha," Dynamite!  How was your day...?
 There are hundreds of different kinds of sharks; makos, blues, hammerheads, white-tips... any one of them could've attacked. Look -- shark digestion is slow. We could open this one up, and find whatever he's been eating is still inside."
21,cleverbot,Who?
21,mocha, Somebody could've -- I was sort of passed out.
22,cleverbot,Halfway.
22,mocha," Where did he go?  He was just here.
 You might wanna think about it"
23,cleverbot,*can back*To the bathroom.
23,mocha," Where ya goin?
 Not at all"
24,cleverbot,No I did not!
24,mocha," Who said that?
 My partner is dead!  Because one of you bastards killed him -- then disappeared into a rathole down in Slagtown, where he's home and dry, 'cause nobody sees nothing, nobody says nothing..."
25,cleverbot,Nope.
25,mocha, They do to!
26,cleverbot,Nope.
26,mocha," Did you change your hair?
 You know the deal.  I can ' t go if Kat doesn't go --"
27,cleverbot,No.
27,mocha," Did you change your hair?
 You know the deal.  I can ' t go if Kat doesn't go --"
28,cleverbot,About?
28,mocha," Did you change your hair?
 You know the deal.  I can ' t go if Kat doesn't go --"
29,cleverbot,Tell me a bed-time story.
29,mocha, Then that's all you had to say.
30,cleverbot,What woild you like to talk abouy.
30,mocha, I want to go with you!
31,cleverbot,I can't.
31,mocha, It's off. The whole thing.
32,cleverbot,You want my love as well as my internal organs.
32,mocha," Give me a break, I'm asking you out."
33,cleverbot,Why would you say that?
33,mocha, I counted on you to help my cause. You and that thug are obviously failing. Aren't we ever going on our date?
34,cleverbot,Okay... Bye.
34,mocha, Leave my sister alone.
35,cleverbot,"Indeed, but Alex out."
35,mocha," Yeah, yeah.  Good thing."
36,cleverbot,Okay...
36,mocha, You're not supposed to...
37,cleverbot,"The card you choose, is emo right?"
37,mocha," Yeah, yeah.  Good thing."
38,cleverbot,I'm not a 'ma'am'.
38,mocha," Yes, ma'am."
39,cleverbot,Why are you happy.
39,mocha, I stay here because I am happy.  Is that such a terrible crime?
40,cleverbot,Oh yeah my boyfriends better.
40,mocha," Father, I have betrayed my family. I betrayed my men.  And I betrayed you."
41,cleverbot,Who said you that?
41,mocha, I hear you're helpin' Verona.
42,cleverbot,Which movie?
42,mocha, I saw a MiG do a 4 G negative dive.
43,cleverbot,Who is your favorite character?
43,mocha, Parts of it.
44,cleverbot,Okay.
44,mocha, Assail your ears for one night.
45,cleverbot,I'll go to a different restaurant if you don't give me a milkshake.
45,mocha," Yeah, yeah.  Good thing."
46,cleverbot,Are you human?
46,mocha," Nowhere... Hi, Daddy."
47,cleverbot,I am.
47,mocha, Stay with her.
48,cleverbot,"Yes, I am."
48,mocha, You are well?
49,cleverbot,Yes I am.
49,mocha, You are well?
50,cleverbot,And you?
50,mocha, You are well?
51,cleverbot,My heart is half dead.
51,mocha," In matters concerning the Household, I act on her behalf."
52,cleverbot,Your statements.
52,mocha," What's he looking for?
 You ready?"
53,cleverbot,No.
53,mocha, So I have to have a motive to be with you?
54,cleverbot,Yes. What would you like to talk about?
54,mocha," Did you change your hair?
 You know the deal.  I can ' t go if Kat doesn't go --"
55,cleverbot,Do you live in Michigan?
55,mocha, Yeah.
56,cleverbot,Come no!!!!
56,mocha, No...
57,cleverbot,"Yes I do, that's me, Caroline Kennedy."
57,mocha, Rescue mission.  There's some juicy colonists' daughters we gotta rescue from virginity.
58,cleverbot,I came in like a wrecking ball.
58,mocha, Perhaps I was never meant to live with a woman...
59,cleverbot,I don't know..
59,mocha, Why is my veggie burger the only burnt object on this grill?
60,cleverbot,*sees you and smiles*.
60,mocha, The look on their faces when one walks into the room.  Still gives one a ridiculous thrill.
61,cleverbot,You can't stop meh!
61,mocha," It's going to be closer.  You better get going.
 All right.  Let's get on it.  What'll you need?"
62,cleverbot,What are you doing?
62,mocha, Quite.
63,cleverbot,Audi R8 close.
63,mocha, I'll get my clothes.
64,cleverbot,You can't leave.
64,mocha," So am I.  Alright, I'll go inside and you cover the back."
65,cleverbot,You leaving?
65,mocha, Time to go.
66,cleverbot,What? I don't have a husband.
66,mocha," Here's to your husband, the only other rational man on the island. Day after tomorrow, I'll be gone, and he'll be the only one.
 I do.  But you've still got a problem here, there's a shark just off the island somewhere."
67,cleverbot,I don't have a girlfrinend.
67,mocha, What would your girlfriend think of that?
68,cleverbot,She's dead.
68,mocha, What would your girlfriend think of that?
69,cleverbot,I am a girl.
69,mocha," Follow him!
 No way! He can't!"
70,cleverbot,Ok ok.
70,mocha," What's that?  Look, Jetson.  Get this straight in your head.  We're not pals, we're not married, and we ain't gonna take long moonlight walks together... We're just partners.  And don't call me Sergeant.  Call me Sykes... or Matt if you have to."
71,cleverbot,"The card you choose, is emo right?"
71,mocha," Yeah, yeah.  Good thing."
72,cleverbot,Gehst du in die schule?
72,mocha," Yes, ma'am."
73,cleverbot,What did you do?
73,mocha, Busy
74,cleverbot,I don't like that comment.
74,mocha, Are you deaf as well as stupid?
75,cleverbot,"No, you did."
75,mocha, You were paid to take me out!  By -- the one person I truly hate.  I knew it was a set-up!
76,cleverbot,Ok.
76,mocha, I did Bianca a favor and it backfired.
77,cleverbot,I'll go to a different restaurant if you don't give me a milkshake.
77,mocha," Yeah, yeah.  Good thing."
78,cleverbot,Poor you *hugs*.
78,mocha," Nowhere... Hi, Daddy."
79,cleverbot,Of course!
79,mocha, You two are gonna help me tame the wild beast?
80,cleverbot,You can't leave.
80,mocha," So am I.  Alright, I'll go inside and you cover the back."
81,cleverbot,Liker du tomatsuppe?
81,mocha, Time to go.
82,cleverbot,You are from Maine?
82,mocha, F-14's sir.
83,cleverbot,Haha so how old are you really?
83,mocha, Yeah... I know the routine.
84,cleverbot,Dave is gone. The lions got him in the desert.
84,mocha," Just as I thought. He drifted up here with the Gulf Stream, from southern waters."
85,cleverbot,Whose body?
85,mocha," His body was discovered three days ago, in an alley off of Central Avenue, near downtown."
86,cleverbot,So you are?
86,mocha, I am told so.
87,cleverbot,Who are you?
87,mocha," Aye, ma'am."
88,cleverbot,I don't know this is not my planet.
88,mocha," Officer, I wonder if you could tell me where I could find Chief Brody?"
89,cleverbot,I'm that hurts *cries*.
89,mocha," Mr. Carter, the Head Butler, sits there."
90,cleverbot,Why is that?
90,mocha," Still, someone must attend you.  Your wife should not have let you out."
91,cleverbot,*smirks*.
91,mocha, Don ' t you even dare. . .
92,cleverbot,I don't understand this whole thing of this web site.
92,mocha, I'm serious here.
93,cleverbot,No kidding.
93,mocha," Older, sillier."
94,cleverbot,The riddles.
94,mocha," What's this?  What's going on?
 Great.  Well, I'm sure glad that's settled, aren't you?"
95,cleverbot,And why is that?
95,mocha, I find that hard to believe.
96,cleverbot,Okay... Bye.
96,mocha, Leave my sister alone.
97,cleverbot,I'll go to a different restaurant if you don't give me a milkshake.
97,mocha," Yeah, yeah.  Good thing."
98,cleverbot,So they are still there?
98,mocha," Nowhere... Hi, Daddy."
99,cleverbot,"No, I did not."
99,mocha, She just saw two of her friends killed! They probably threatened her.
100,cleverbot,Where is your house?
100,mocha," Alright, alright, Eddie.  Don't patronize me."
